*Vertices  135
39 109 0.21
109 45 0.34
48 109 0.21
109 51 1.0
109 60 1.0
109 66 0.5
71 109 0.18
109 72 0.17
109 83 0.71
109 97 0.82
109 98 0.24
109 100 0.5
135 109 3.0E-4
2 110 0.14
3 110 0.27
4 110 0.73
5 110 0.06
110 6 0.58
7 110 0.47
10 110 0.1
110 11 0.13
110 12 0.18
13 110 0.14
110 15 0.29
110 18 0.24
110 19 0.58
110 20 0.58
110 22 0.58
110 28 0.29
35 110 0.47
36 110 0.73
37 110 0.25
39 110 0.18
45 110 0.2
110 46 0.17
48 110 0.25
49 110 0.12
55 110 0.17
59 110 0.47
110 61 0.41
69 110 0.41
71 110 0.42
72 110 0.1
110 73 0.82
110 74 0.71
110 75 0.58
78 110 0.55
110 80 0.41
110 81 0.24
110 84 0.58
90 110 0.2
91 110 0.61
110 92 0.58
110 98 0.27
100 110 0.29
101 110 0.49
102 110 0.1
110 103 0.29
110 105 0.29
110 108 0.58
135 110 4.0E-4
5 111 0.14
111 8 0.28
17 111 0.17
111 26 1.0
37 111 0.1
39 111 0.15
111 42 0.38
111 47 0.58
111 53 0.5
111 70 0.71
71 111 0.26
111 86 0.71
111 94 1.0
111 96 0.45
111 99 0.45
101 111 0.3
111 102 0.24
111 106 0.71
135 111 2.0E-4
8 112 0.28
11 112 0.32
13 112 0.35
37 112 0.1
112 44 1.0
102 112 0.24
135 112 1.0E-4
4 113 0.63
113 6 1.0
7 113 0.82
113 19 1.0
113 20 1.0
113 22 1.0
35 113 0.82
36 113 0.63
37 113 0.14
39 113 0.21
45 113 0.34
46 113 0.29
48 113 0.43
59 113 0.82
69 113 0.71
71 113 0.37
73 113 0.71
74 113 0.82
113 75 1.0
78 113 0.63
113 84 1.0
91 113 0.71
113 92 1.0
98 113 0.47
100 113 0.5
101 113 0.43
102 113 0.17
113 108 1.0
110 113 0.58
135 113 3.0E-4
114 4 0.77
114 6 0.82
114 7 0.67
114 19 0.82
114 20 0.82
114 22 0.82
114 34 0.58
114 35 1.0
114 36 0.77
114 37 0.18
114 39 0.25
114 45 0.28
114 46 0.24
114 48 0.35
114 50 0.58
114 59 0.67
114 67 0.58
114 69 0.87
114 71 0.45
114 73 0.58
114 74 0.67
114 75 0.82
114 78 0.77
114 84 0.82
114 90 0.29
114 91 0.87
114 92 0.82
114 98 0.38
114 100 0.41
114 101 0.52
114 102 0.14
114 108 0.82
114 110 0.47
114 113 0.82
114 135 4.0E-4
4 115 0.77
115 6 0.82
7 115 0.67
15 115 0.41
115 19 0.82
115 20 0.82
115 22 0.82
35 115 0.67
36 115 0.77
37 115 0.18
39 115 0.17
45 115 0.28
46 115 0.24
48 115 0.35
55 115 0.24
59 115 0.67
69 115 0.58
71 115 0.45
73 115 0.87
115 74 1.0
115 75 0.82
78 115 0.52
115 80 0.58
115 84 0.82
90 115 0.29
91 115 0.58
115 92 0.82
98 115 0.38
100 115 0.41
101 115 0.52
102 115 0.14
103 115 0.41
115 108 0.82
110 115 0.71
115 113 0.82
114 115 0.67
135 115 4.0E-4
5 116 0.28
8 116 0.28
10 116 0.13
17 116 0.09
29 116 0.16
37 116 0.2
39 116 0.29
116 41 0.2
42 116 0.19
45 116 0.12
116 46 0.41
47 116 0.29
49 116 0.29
116 54 0.45
116 55 0.2
116 57 0.35
116 58 0.5
63 116 0.15
116 64 0.35
68 116 0.29
71 116 0.26
116 72 0.12
116 81 0.29
116 98 0.33
101 116 0.15
102 116 0.24
135 116 0.0
23 117 0.71
33 117 0.71
37 117 0.1
39 117 0.15
45 117 0.24
51 117 0.71
60 117 0.71
72 117 0.24
97 117 0.58
98 117 0.33
100 117 0.35
109 117 0.71
135 117 1.0E-4
118 3 0.24
5 118 0.1
118 8 0.2
118 10 0.18
118 13 0.25
17 118 0.12
118 26 0.71
37 118 0.14
39 118 0.1
118 42 0.27
118 47 0.41
118 53 0.35
118 70 0.5
71 118 0.18
118 86 0.5
118 94 0.71
118 96 0.32
118 99 0.32
101 118 0.21
118 102 0.17
118 106 0.5
118 111 0.71
135 118 1.0E-4
5 119 0.24
9 119 0.26
119 15 0.41
18 119 0.33
27 119 0.41
37 119 0.18
43 119 0.41
45 119 0.14
48 119 0.17
49 119 0.17
119 57 0.41
66 119 0.41
71 119 0.15
72 119 0.14
90 119 0.29
97 119 0.33
100 119 0.2
135 119 0.0
120 1 0.58
120 2 0.25
120 3 0.24
120 4 0.16
120 5 0.1
120 8 0.1
120 9 0.16
120 10 0.09
120 11 0.22
120 12 0.16
120 13 0.13
120 14 0.5
120 17 0.06
120 28 0.25
120 29 0.11
120 32 0.2
120 34 0.35
120 35 0.2
120 36 0.16
120 37 0.29
120 39 0.1
120 41 0.14
120 42 0.13
120 45 0.17
120 49 0.2
120 50 0.35
120 53 0.18
120 61 0.35
120 67 0.35
120 68 0.2
120 69 0.35
120 71 0.18
120 72 0.25
120 78 0.16
120 81 0.2
120 90 0.18
120 91 0.18
120 99 0.16
120 100 0.13
120 101 0.21
120 102 0.09
120 103 0.25
120 105 0.25
120 110 0.29
120 114 0.2
120 135 2.0E-4
2 121 0.35
10 121 0.25
11 121 0.32
12 121 0.45
17 121 0.17
121 30 1.0
37 121 0.1
38 121 0.5
39 121 0.15
41 121 0.41
53 121 0.5
87 121 0.71
96 121 0.45
102 121 0.24
135 121 1.0E-4
4 122 0.18
122 5 0.23
122 6 0.29
122 7 0.24
122 9 0.18
122 10 0.1
122 15 0.29
122 17 0.07
122 18 0.47
122 19 0.29
122 20 0.29
122 22 0.29
122 27 0.29
35 122 0.24
36 122 0.18
37 122 0.25
39 122 0.18
122 43 0.58
122 45 0.1
122 48 0.25
122 55 0.17
122 57 0.29
122 59 0.24
122 62 0.26
122 66 0.29
122 68 0.24
69 122 0.2
71 122 0.32
122 72 0.19
122 73 0.2
122 74 0.24
122 75 0.29
78 122 0.18
122 82 0.24
122 84 0.29
90 122 0.2
91 122 0.2
122 92 0.29
122 96 0.18
122 97 0.24
122 98 0.27
122 100 0.14
101 122 0.12
122 108 0.29
122 110 0.17
122 113 0.29
114 122 0.24
122 115 0.24
122 119 0.24
135 122 1.0E-4
5 123 0.14
37 123 0.1
123 105 0.71
135 123 1.0E-4
124 1 0.2
124 4 0.67
124 14 0.35
124 15 0.35
124 18 0.29
124 34 0.5
124 35 0.29
124 36 0.67
124 37 0.2
124 39 0.15
124 45 0.12
124 49 0.14
124 50 0.5
124 55 0.2
124 67 0.5
124 69 0.5
124 71 0.39
124 72 0.12
124 73 0.5
124 74 0.29
124 78 0.45
124 80 0.5
124 90 0.5
124 91 0.5
124 101 0.45
124 103 0.71
124 110 0.41
124 114 0.29
124 115 0.29
124 120 0.35
124 135 2.0E-4
125 3 0.19
5 125 0.08
125 9 0.26
125 15 0.41
125 18 0.33
125 23 0.82
125 27 0.82
125 29 0.18
125 33 0.82
37 125 0.18
39 125 0.17
125 43 0.41
125 45 0.28
48 125 0.35
125 51 0.82
125 57 0.41
125 60 0.82
125 66 0.82
71 125 0.3
125 72 0.27
125 83 0.58
90 125 0.29
125 97 1.0
125 98 0.19
125 100 0.41
125 109 0.82
125 117 0.58
125 119 0.33
122 125 0.24
135 125 4.0E-4
2 126 0.25
10 126 0.18
11 126 0.22
12 126 0.32
17 126 0.12
126 30 0.71
37 126 0.14
38 126 0.35
39 126 0.21
41 126 0.29
53 126 0.35
85 126 0.27
87 126 0.5
96 126 0.32
102 126 0.17
126 121 0.71
135 126 1.0E-4
127 2 0.25
3 127 0.24
5 127 0.1
10 127 0.18
127 11 0.22
127 12 0.32
127 13 0.25
17 127 0.12
37 127 0.14
127 38 0.35
39 127 0.21
42 127 0.27
47 127 0.41
48 127 0.21
127 59 0.41
127 72 0.33
127 79 0.71
127 82 0.41
127 87 0.5
96 127 0.32
102 127 0.17
135 127 2.0E-4
5 128 0.14
128 8 0.28
17 128 0.17
128 26 1.0
37 128 0.1
39 128 0.15
128 42 0.38
128 47 0.58
128 53 0.5
128 70 0.71
71 128 0.26
128 86 0.71
128 94 1.0
128 96 0.45
128 99 0.45
101 128 0.3
128 102 0.24
128 106 0.71
128 111 1.0
128 118 0.71
135 128 2.0E-4
1 129 0.41
5 129 0.14
14 129 0.71
37 129 0.1
45 129 0.24
68 129 0.58
71 129 0.26
72 129 0.24
120 129 0.35
135 129 1.0E-4
4 130 0.63
130 6 1.0
7 130 0.82
130 19 1.0
130 20 1.0
130 22 1.0
35 130 0.82
36 130 0.63
37 130 0.14
39 130 0.21
45 130 0.34
46 130 0.29
48 130 0.43
59 130 0.82
69 130 0.71
71 130 0.37
73 130 0.71
74 130 0.82
130 75 1.0
78 130 0.63
130 84 1.0
91 130 0.71
130 92 1.0
98 130 0.47
100 130 0.5
101 130 0.43
102 130 0.17
130 108 1.0
110 130 0.58
130 113 1.0
114 130 0.82
115 130 0.82
122 130 0.29
135 130 3.0E-4
5 131 0.32
8 131 0.1
10 131 0.09
11 131 0.12
17 131 0.33
131 24 0.38
29 131 0.24
131 32 0.22
37 131 0.27
39 131 0.28
131 40 0.38
41 131 0.15
42 131 0.14
131 46 0.15
49 131 0.44
131 54 0.68
131 57 0.27
131 64 0.27
68 131 0.22
70 131 0.27
71 131 0.29
131 98 0.38
99 131 0.17
101 131 0.11
102 131 0.09
116 131 0.38
135 131 0.0
5 132 0.14
132 8 0.28
17 132 0.17
132 26 1.0
37 132 0.1
39 132 0.15
132 42 0.38
132 47 0.58
132 53 0.5
132 70 0.71
71 132 0.26
132 86 0.71
132 94 1.0
132 96 0.45
132 99 0.45
101 132 0.3
132 102 0.24
132 106 0.71
132 111 1.0
132 118 0.71
132 128 1.0
135 132 2.0E-4
133 3 0.33
133 23 0.71
133 27 0.71
133 29 0.32
133 33 0.71
37 133 0.1
39 133 0.15
133 45 0.24
48 133 0.3
133 51 0.71
133 60 0.71
133 66 0.71
71 133 0.26
133 83 1.0
133 97 0.58
133 100 0.35
133 109 0.71
133 125 0.58
135 133 2.0E-4
5 134 0.07
8 134 0.14
10 134 0.25
13 134 0.35
17 134 0.26
134 31 0.5
37 134 0.2
39 134 0.22
45 134 0.12
53 134 0.25
134 56 0.5
62 134 0.16
134 77 0.5
98 134 0.17
102 134 0.12
134 104 0.5
135 134 0.0
