*Vertices  334
6 162 0.46
8 162 0.05
31 162 0.14
37 162 0.18
162 41 0.35
42 162 0.25
69 162 0.11
91 162 0.13
92 162 0.35
93 162 0.42
94 162 0.46
96 162 0.2
162 102 0.5
110 162 0.1
120 162 0.11
121 162 0.82
127 162 0.15
334 162 0.0
163 2 0.16
8 163 0.22
163 22 0.35
33 163 0.07
96 163 0.05
110 163 0.1
114 163 0.29
117 163 0.1
120 163 0.11
127 163 0.3
130 163 0.35
163 133 0.5
163 138 0.25
149 163 0.24
150 163 0.12
334 163 0.0
6 164 0.23
41 164 0.71
91 164 0.27
93 164 0.28
94 164 0.23
96 164 0.1
110 164 0.19
120 164 0.23
121 164 0.41
127 164 0.3
162 164 0.5
334 164 0.0
8 165 0.11
42 165 0.5
334 165 0.0
166 2 0.09
5 166 0.07
166 6 0.38
8 166 0.12
166 9 0.39
166 10 0.21
166 14 0.21
15 166 0.16
166 22 0.2
26 166 0.32
166 31 0.08
166 33 0.04
34 166 0.52
166 35 0.28
166 36 0.39
166 37 0.29
166 38 0.28
166 40 0.39
166 42 0.14
166 49 0.25
166 51 0.28
166 59 0.14
166 65 0.2
166 69 0.06
166 85 0.2
166 91 0.3
166 92 0.2
166 93 0.38
166 94 0.38
96 166 0.31
166 102 0.28
110 166 0.16
166 114 0.08
117 166 0.11
120 166 0.19
166 121 0.34
166 126 0.08
166 131 0.1
166 142 0.25
166 146 0.16
166 153 0.2
166 157 0.32
158 166 0.1
166 160 0.16
166 162 0.28
334 166 2.0E-4
167 2 0.13
5 167 0.2
8 167 0.09
13 167 0.33
167 16 0.08
167 17 0.1
18 167 0.11
19 167 0.28
31 167 0.12
33 167 0.11
167 53 0.41
167 57 0.41
69 167 0.26
167 90 0.2
96 167 0.17
167 97 0.41
167 98 0.15
99 167 0.28
167 115 0.24
167 126 0.25
127 167 0.12
167 155 0.2
334 167 1.0E-4
168 2 0.05
168 3 0.05
168 5 0.11
168 6 0.64
168 7 0.1
168 8 0.29
168 9 0.21
168 10 0.17
168 11 0.07
168 13 0.15
168 14 0.22
168 15 0.09
168 16 0.06
168 18 0.08
168 19 0.03
168 22 0.1
168 26 0.34
168 27 0.15
168 31 0.17
168 32 0.09
168 33 0.14
168 34 0.43
168 36 0.21
168 37 0.42
168 38 0.15
168 40 0.1
168 41 0.21
168 42 0.15
168 45 0.15
168 49 0.2
168 50 0.1
168 51 0.15
168 57 0.15
168 59 0.22
168 60 0.15
168 65 0.21
168 69 0.19
168 76 0.15
168 80 0.1
168 82 0.15
168 85 0.21
168 86 0.15
168 88 0.15
168 89 0.15
168 91 0.28
168 92 0.42
168 93 0.53
168 94 0.64
168 96 0.55
168 98 0.06
168 99 0.1
168 102 0.15
168 104 0.21
168 110 0.23
168 114 0.17
168 115 0.09
168 117 0.3
168 120 0.24
168 121 0.36
168 122 0.15
168 123 0.1
168 125 0.1
168 126 0.13
168 127 0.27
168 128 0.1
168 130 0.1
168 131 0.42
168 133 0.15
168 136 0.1
168 137 0.21
168 138 0.15
168 142 0.13
168 146 0.09
168 149 0.11
168 150 0.14
168 157 0.17
168 158 0.11
168 160 0.17
168 162 0.29
168 163 0.15
168 164 0.15
168 166 0.41
168 167 0.12
168 334 5.0E-4
169 2 0.13
169 3 0.2
169 5 0.26
169 8 0.4
169 11 0.1
169 13 0.13
169 14 0.08
169 15 0.24
169 16 0.08
169 17 0.1
169 18 0.11
169 19 0.14
169 20 0.1
169 22 0.29
169 26 0.12
169 33 0.14
169 34 0.16
169 44 0.14
169 48 0.2
169 50 0.14
169 59 0.1
169 62 0.14
169 69 0.04
169 79 0.2
169 91 0.05
169 95 0.2
169 96 0.17
169 99 0.19
169 104 0.29
169 110 0.39
169 112 0.2
169 114 0.06
169 115 0.24
169 117 0.17
169 120 0.19
169 123 0.14
169 127 0.06
169 132 0.12
169 138 0.1
169 140 0.2
169 142 0.09
169 146 0.12
169 149 0.05
169 150 0.1
169 158 0.23
169 160 0.12
169 163 0.1
169 166 0.06
169 168 0.15
169 334 2.0E-4
170 3 0.08
5 170 0.06
170 6 0.72
8 170 0.08
170 9 0.34
170 10 0.18
170 14 0.09
15 170 0.14
26 170 0.35
170 31 0.07
170 33 0.03
34 170 0.45
170 35 0.24
170 36 0.34
170 37 0.69
170 38 0.24
170 40 0.34
170 42 0.24
170 49 0.22
170 51 0.24
170 60 0.24
170 69 0.05
170 85 0.34
91 170 0.06
170 92 0.6
170 93 0.74
170 94 0.78
96 170 0.34
170 102 0.24
110 170 0.09
170 114 0.21
117 170 0.1
120 170 0.11
170 121 0.1
170 126 0.07
170 128 0.09
170 131 0.69
170 137 0.34
170 142 0.22
170 146 0.14
170 157 0.14
170 160 0.14
170 162 0.12
166 170 0.54
168 170 0.57
334 170 2.0E-4
26 171 0.29
34 171 0.27
91 171 0.27
96 171 0.1
157 171 0.58
158 171 0.38
166 171 0.28
168 171 0.15
334 171 0.0
6 172 0.61
8 172 0.04
172 9 0.47
172 10 0.25
26 172 0.1
34 172 0.18
172 36 0.47
37 172 0.24
172 41 0.47
172 49 0.3
65 172 0.24
172 85 0.24
91 172 0.09
93 172 0.37
94 172 0.69
96 172 0.27
110 172 0.19
114 172 0.1
117 172 0.14
120 172 0.08
121 172 0.41
127 172 0.1
172 128 0.12
131 172 0.12
172 142 0.3
172 162 0.33
172 164 0.33
166 172 0.37
168 172 0.44
170 172 0.4
334 172 1.0E-4
173 3 0.09
173 6 0.64
8 173 0.09
173 9 0.39
173 10 0.21
13 173 0.06
26 173 0.16
31 173 0.16
33 173 0.04
34 173 0.15
173 36 0.39
173 37 0.78
173 41 0.2
173 42 0.14
173 49 0.25
59 173 0.14
69 173 0.12
91 173 0.22
173 92 0.69
173 93 0.77
173 94 0.7
96 173 0.31
173 98 0.1
99 173 0.06
173 102 0.28
110 173 0.21
173 114 0.24
117 173 0.23
120 173 0.06
173 121 0.23
127 173 0.08
173 131 0.59
173 137 0.39
173 142 0.25
157 173 0.16
173 162 0.28
173 164 0.28
166 173 0.31
168 173 0.53
170 173 0.67
173 172 0.37
334 173 2.0E-4
3 174 0.47
5 174 0.35
17 174 0.34
174 62 0.5
95 174 0.71
174 159 0.71
169 174 0.14
334 174 0.0
175 6 0.41
13 175 0.09
175 16 0.09
19 175 0.1
33 175 0.06
175 37 0.47
175 73 0.45
175 92 0.63
175 93 0.5
175 94 0.41
96 175 0.14
175 114 0.26
126 175 0.13
175 131 0.63
132 175 0.26
175 137 0.32
168 175 0.26
170 175 0.43
175 173 0.5
334 175 1.0E-4
176 3 0.19
5 176 0.07
6 176 0.66
8 176 0.06
176 9 0.41
176 10 0.22
176 17 0.07
26 176 0.08
31 176 0.08
34 176 0.23
176 36 0.41
37 176 0.61
176 42 0.29
176 49 0.26
176 60 0.29
69 176 0.06
176 85 0.2
92 176 0.61
93 176 0.72
94 176 0.73
176 95 0.14
96 176 0.26
176 102 0.29
110 176 0.11
114 176 0.08
117 176 0.12
176 121 0.24
131 176 0.51
176 137 0.41
176 142 0.26
176 159 0.29
176 162 0.29
166 176 0.4
168 176 0.47
170 176 0.7
176 172 0.29
173 176 0.64
176 174 0.2
175 176 0.26
334 176 1.0E-4
177 3 0.19
5 177 0.14
8 177 0.06
13 177 0.12
18 177 0.15
19 177 0.13
33 177 0.24
177 76 0.58
91 177 0.15
177 95 0.29
96 177 0.06
99 177 0.13
177 115 0.33
117 177 0.12
177 142 0.26
168 177 0.09
169 177 0.12
334 177 0.0
26 178 0.29
34 178 0.27
91 178 0.27
96 178 0.1
157 178 0.58
158 178 0.38
166 178 0.28
168 178 0.15
178 171 1.0
334 178 0.0
6 179 0.26
8 179 0.04
179 10 0.14
179 11 0.19
13 179 0.08
179 16 0.08
19 179 0.09
26 179 0.22
34 179 0.2
179 41 0.27
179 42 0.19
179 49 0.17
179 85 0.27
91 179 0.1
93 179 0.1
94 179 0.35
96 179 0.19
110 179 0.07
179 118 0.38
120 179 0.09
179 121 0.15
179 125 0.27
126 179 0.11
127 179 0.11
179 128 0.13
131 179 0.13
179 136 0.27
179 142 0.17
179 161 0.38
166 179 0.21
167 179 0.15
168 179 0.28
170 179 0.28
179 172 0.5
173 179 0.1
176 179 0.11
334 179 1.0E-4
5 180 0.25
16 180 0.2
19 180 0.23
69 180 0.21
126 180 0.3
155 180 0.5
167 180 0.41
334 180 0.0
181 3 0.14
5 181 0.2
8 181 0.22
181 11 0.2
13 181 0.17
15 181 0.24
181 16 0.24
18 181 0.21
181 23 0.41
181 24 0.29
26 181 0.12
33 181 0.17
34 181 0.11
181 38 0.41
181 40 0.29
181 48 0.41
181 51 0.41
91 181 0.11
96 181 0.08
99 181 0.09
110 181 0.08
181 114 0.12
181 115 0.24
117 181 0.08
120 181 0.09
126 181 0.12
181 140 0.41
158 181 0.15
166 181 0.11
168 181 0.12
169 181 0.17
170 181 0.1
177 181 0.24
334 181 1.0E-4
8 182 0.11
158 182 0.38
169 182 0.2
334 182 0.0
8 183 0.06
13 183 0.12
26 183 0.17
31 183 0.17
33 183 0.08
183 42 0.29
183 45 0.58
69 183 0.12
183 88 0.58
183 89 0.58
91 183 0.31
96 183 0.12
183 98 0.22
99 183 0.13
117 183 0.12
183 118 0.58
183 122 0.58
127 183 0.17
183 161 0.58
168 183 0.17
183 173 0.16
183 179 0.22
334 183 0.0
13 184 0.14
184 14 0.27
33 184 0.19
69 184 0.15
96 184 0.14
99 184 0.16
184 119 0.41
120 184 0.16
184 151 0.71
334 184 0.0
8 185 0.11
96 185 0.1
117 185 0.2
185 143 1.0
149 185 0.24
150 185 0.24
334 185 0.0
2 186 0.18
3 186 0.38
5 186 0.14
16 186 0.12
19 186 0.13
186 30 0.58
33 186 0.08
186 95 0.29
96 186 0.12
99 186 0.13
115 186 0.33
117 186 0.12
142 186 0.26
169 186 0.12
177 186 0.33
334 186 0.0
8 187 0.11
117 187 0.2
334 187 0.0
5 188 0.25
188 50 0.71
59 188 0.5
69 188 0.21
91 188 0.27
96 188 0.1
110 188 0.19
117 188 0.2
188 123 0.71
146 188 0.58
160 188 0.58
168 188 0.15
334 188 0.0
6 189 0.32
189 9 1.0
10 189 0.53
189 36 1.0
37 189 0.5
49 189 0.63
93 189 0.39
94 189 0.32
96 189 0.14
110 189 0.27
114 189 0.2
117 189 0.29
142 189 0.63
166 189 0.39
168 189 0.21
170 189 0.34
172 189 0.47
173 189 0.39
176 189 0.41
334 189 0.0
8 190 0.11
19 190 0.23
26 190 0.29
91 190 0.27
117 190 0.2
148 190 0.58
334 190 0.0
8 191 0.08
191 10 0.27
34 191 0.19
191 59 0.35
191 77 0.71
191 80 0.5
191 91 0.19
96 191 0.07
191 142 0.32
191 153 1.0
191 166 0.2
334 191 0.0
10 192 0.27
11 192 0.35
16 192 0.14
17 192 0.17
18 192 0.18
192 83 0.71
96 192 0.07
334 192 0.0
26 193 0.29
34 193 0.27
59 193 0.5
91 193 0.27
96 193 0.1
110 193 0.19
117 193 0.2
157 193 0.58
168 193 0.15
173 193 0.28
334 193 0.0
194 2 0.2
6 194 0.07
8 194 0.14
10 194 0.12
11 194 0.16
194 12 0.16
13 194 0.06
17 194 0.23
18 194 0.08
26 194 0.09
33 194 0.17
37 194 0.11
69 194 0.07
194 75 0.32
92 194 0.11
93 194 0.09
94 194 0.07
96 194 0.13
99 194 0.07
194 101 0.32
194 109 0.32
110 194 0.12
114 194 0.09
131 194 0.11
194 155 0.16
194 156 0.32
168 194 0.05
169 194 0.06
170 194 0.08
173 194 0.09
175 194 0.14
194 192 0.22
334 194 1.0E-4
8 195 0.15
10 195 0.17
11 195 0.22
195 12 0.22
17 195 0.22
18 195 0.12
33 195 0.06
96 195 0.05
195 101 0.45
195 109 0.45
195 156 0.45
195 192 0.32
195 194 0.71
334 195 1.0E-4
2 196 0.32
17 196 0.24
26 196 0.29
33 196 0.14
69 196 0.21
96 196 0.1
155 196 0.5
194 196 0.32
334 196 0.0
197 2 0.16
8 197 0.23
197 11 0.13
197 12 0.13
13 197 0.11
197 14 0.2
197 16 0.05
197 17 0.13
18 197 0.07
26 197 0.07
197 31 0.3
33 197 0.28
197 58 0.26
197 69 0.28
197 72 0.26
197 75 0.26
96 197 0.18
99 197 0.18
197 101 0.26
197 103 0.26
197 109 0.26
110 197 0.1
117 197 0.05
197 155 0.26
197 156 0.26
168 197 0.11
197 181 0.11
197 194 0.57
197 195 0.46
197 196 0.26
334 197 1.0E-4
8 198 0.11
10 198 0.19
11 198 0.25
13 198 0.2
17 198 0.12
18 198 0.13
33 198 0.2
198 57 0.5
198 70 0.29
96 198 0.1
99 198 0.23
198 115 0.29
126 198 0.15
167 198 0.2
168 198 0.07
169 198 0.1
198 192 0.35
198 194 0.32
198 195 0.22
334 198 0.0
199 3 0.15
8 199 0.1
199 13 0.18
199 16 0.18
199 17 0.22
18 199 0.23
19 199 0.1
33 199 0.12
199 69 0.1
199 70 0.26
199 95 0.22
96 199 0.18
199 98 0.17
199 99 0.31
110 199 0.09
199 126 0.13
199 132 0.26
169 199 0.18
334 199 0.0
200 10 0.38
200 11 0.5
200 16 0.3
18 200 0.13
200 25 0.5
200 49 0.45
200 80 0.35
96 200 0.15
110 200 0.19
117 200 0.2
120 200 0.23
200 125 0.71
126 200 0.3
200 136 0.35
200 142 0.22
200 154 0.5
168 200 0.15
179 200 0.19
181 200 0.2
197 200 0.13
334 200 0.0
2 201 0.18
8 201 0.13
17 201 0.14
26 201 0.17
33 201 0.08
69 201 0.12
96 201 0.12
114 201 0.17
117 201 0.12
127 201 0.17
201 138 0.29
149 201 0.14
155 201 0.29
194 201 0.18
201 196 0.58
197 201 0.15
334 201 0.0
2 202 0.32
17 202 0.24
26 202 0.29
33 202 0.14
69 202 0.21
96 202 0.1
155 202 0.5
194 202 0.32
202 196 1.0
197 202 0.26
202 201 0.58
334 202 0.0
3 203 0.33
5 203 0.25
17 203 0.24
95 203 0.5
203 159 1.0
203 174 0.71
176 203 0.29
334 203 0.0
3 204 0.33
5 204 0.25
17 204 0.24
204 62 0.71
95 204 0.5
169 204 0.2
204 174 0.71
334 204 0.0
205 3 0.07
205 6 0.5
8 205 0.19
205 13 0.13
205 14 0.25
15 205 0.13
205 19 0.05
26 205 0.31
205 27 0.22
205 31 0.13
205 32 0.38
205 33 0.03
34 205 0.17
205 35 0.22
205 37 0.39
205 40 0.15
205 41 0.15
205 42 0.22
205 44 0.15
205 52 0.22
205 55 0.31
59 205 0.22
205 65 0.15
205 69 0.09
91 205 0.29
205 92 0.54
205 93 0.48
205 94 0.45
96 205 0.33
205 98 0.08
205 99 0.05
205 102 0.22
205 104 0.15
110 205 0.08
205 114 0.31
117 205 0.18
205 118 0.22
120 205 0.1
205 121 0.36
205 124 0.31
127 205 0.26
205 128 0.23
205 130 0.15
205 131 0.39
205 137 0.15
205 138 0.33
205 146 0.13
205 149 0.26
205 150 0.21
205 157 0.25
205 160 0.25
205 161 0.22
205 162 0.33
205 164 0.22
166 205 0.24
205 167 0.09
168 205 0.51
169 205 0.04
170 205 0.42
205 172 0.15
205 173 0.54
205 175 0.39
205 176 0.31
205 179 0.25
205 183 0.25
205 193 0.22
205 194 0.07
205 201 0.13
334 205 2.0E-4
206 2 0.08
206 3 0.24
5 206 0.27
206 6 0.49
8 206 0.3
206 9 0.17
206 10 0.09
206 13 0.37
206 14 0.14
15 206 0.07
206 16 0.17
206 17 0.23
18 206 0.12
206 19 0.33
206 20 0.06
206 22 0.08
26 206 0.35
206 27 0.12
206 31 0.14
206 32 0.21
206 33 0.28
34 206 0.35
206 35 0.12
206 36 0.17
206 37 0.34
206 38 0.12
206 40 0.17
206 41 0.17
206 42 0.12
206 44 0.08
206 45 0.12
206 46 0.12
206 49 0.11
206 50 0.17
206 51 0.12
206 52 0.12
206 53 0.12
206 55 0.17
206 57 0.12
206 59 0.24
206 62 0.17
206 65 0.17
206 69 0.18
206 70 0.07
206 73 0.12
206 76 0.12
206 85 0.17
206 86 0.12
206 88 0.12
206 89 0.12
206 90 0.06
206 91 0.35
206 92 0.34
206 93 0.43
206 94 0.49
206 95 0.24
96 206 0.58
206 97 0.12
206 98 0.14
206 99 0.33
206 102 0.12
206 104 0.08
206 107 0.12
110 206 0.21
206 114 0.24
206 115 0.21
117 206 0.22
206 118 0.12
120 206 0.11
206 121 0.29
206 122 0.12
206 123 0.17
206 124 0.17
206 126 0.25
127 206 0.22
206 128 0.13
206 130 0.08
206 131 0.34
206 132 0.14
206 136 0.08
206 137 0.17
206 138 0.18
206 140 0.12
206 142 0.16
206 146 0.21
206 148 0.14
206 149 0.17
206 150 0.14
206 153 0.08
206 155 0.06
206 157 0.21
158 206 0.09
206 159 0.12
206 160 0.21
206 161 0.12
206 162 0.24
206 163 0.06
206 164 0.12
206 166 0.4
206 167 0.29
168 206 0.6
169 206 0.22
206 170 0.46
206 171 0.12
206 172 0.36
206 173 0.43
206 174 0.17
206 175 0.27
206 176 0.38
206 177 0.14
206 178 0.12
206 179 0.27
206 180 0.12
206 181 0.1
206 183 0.21
206 184 0.08
206 186 0.07
206 188 0.12
206 189 0.17
206 190 0.12
206 191 0.08
206 193 0.12
206 194 0.08
206 198 0.12
206 199 0.21
206 201 0.07
206 203 0.12
206 204 0.12
206 205 0.55
334 206 8.0E-4
6 207 0.41
8 207 0.05
207 9 0.63
10 207 0.34
34 207 0.24
207 36 0.63
37 207 0.32
42 207 0.22
49 207 0.4
207 60 0.45
92 207 0.16
93 207 0.37
94 207 0.51
96 207 0.23
110 207 0.17
114 207 0.13
117 207 0.18
121 207 0.18
142 207 0.4
162 207 0.22
166 207 0.5
168 207 0.33
170 207 0.43
172 207 0.45
173 207 0.37
176 207 0.65
179 207 0.17
207 189 0.63
205 207 0.1
206 207 0.21
334 207 1.0E-4
8 208 0.11
208 20 0.25
26 208 0.14
34 208 0.13
208 42 0.25
208 69 0.11
91 208 0.13
96 208 0.1
110 208 0.1
117 208 0.1
158 208 0.19
208 165 0.5
166 208 0.14
168 208 0.07
169 208 0.1
208 170 0.12
206 208 0.06
334 208 0.0
6 209 0.57
8 209 0.08
209 9 0.5
209 10 0.27
14 209 0.13
31 209 0.1
34 209 0.09
209 36 0.5
37 209 0.38
209 41 0.5
42 209 0.18
209 49 0.32
209 65 0.5
69 209 0.08
91 209 0.19
92 209 0.13
93 209 0.39
94 209 0.57
96 209 0.29
209 102 0.35
110 209 0.2
114 209 0.1
117 209 0.14
120 209 0.08
209 121 0.58
127 209 0.11
209 142 0.32
209 162 0.35
209 164 0.35
166 209 0.49
168 209 0.42
170 209 0.34
209 172 0.71
173 209 0.49
176 209 0.41
179 209 0.27
209 189 0.5
205 209 0.23
206 209 0.34
209 207 0.47
334 209 1.0E-4
8 210 0.16
13 210 0.29
14 210 0.53
31 210 0.41
33 210 0.19
69 210 0.3
96 210 0.14
99 210 0.16
168 210 0.21
197 210 0.37
334 210 0.0
211 3 0.15
8 211 0.05
13 211 0.37
211 16 0.09
211 17 0.11
18 211 0.12
33 211 0.24
211 46 0.45
69 211 0.19
91 211 0.12
96 211 0.18
99 211 0.31
211 126 0.13
177 211 0.26
211 181 0.18
211 184 0.32
206 211 0.16
334 211 0.0
8 212 0.04
212 10 0.15
212 11 0.2
13 212 0.17
212 17 0.1
18 212 0.11
212 31 0.24
33 212 0.06
212 57 0.41
212 69 0.26
212 72 0.41
96 212 0.21
99 212 0.47
212 115 0.24
212 126 0.12
212 167 0.17
168 212 0.06
212 192 0.29
212 194 0.13
212 195 0.18
212 197 0.21
212 198 0.41
199 212 0.37
206 212 0.1
334 212 1.0E-4
8 213 0.11
13 213 0.2
32 213 0.58
44 213 0.71
55 213 0.71
114 213 0.29
124 213 0.71
128 213 0.35
149 213 0.24
150 213 0.24
205 213 0.22
206 213 0.12
334 213 0.0
3 214 0.22
5 214 0.25
8 214 0.04
214 11 0.17
13 214 0.07
214 16 0.33
214 17 0.16
18 214 0.34
19 214 0.15
214 30 0.33
33 214 0.23
214 49 0.15
214 57 0.33
69 214 0.07
214 70 0.19
91 214 0.09
214 95 0.33
96 214 0.17
214 98 0.13
99 214 0.15
214 106 0.33
214 115 0.38
117 214 0.14
126 214 0.4
132 214 0.19
214 139 0.33
214 142 0.15
214 155 0.17
167 214 0.27
168 214 0.1
169 214 0.07
177 214 0.19
214 180 0.33
181 214 0.14
214 186 0.38
197 214 0.09
214 198 0.17
199 214 0.15
214 200 0.17
206 214 0.16
212 214 0.14
334 214 1.0E-4
8 215 0.11
215 111 1.0
334 215 0.0
8 216 0.25
11 216 0.22
20 216 0.45
42 216 0.22
69 216 0.1
216 79 0.45
110 216 0.17
216 112 0.45
117 216 0.09
149 216 0.11
216 165 0.45
169 216 0.27
208 216 0.45
334 216 0.0
5 217 0.17
8 217 0.11
217 14 0.25
15 217 0.19
26 217 0.48
217 33 0.05
34 217 0.53
217 35 0.33
217 38 0.33
217 40 0.47
217 45 0.33
217 50 0.47
217 51 0.33
217 59 0.67
217 69 0.07
217 88 0.33
217 89 0.33
217 91 0.45
96 217 0.24
217 104 0.24
110 217 0.19
117 217 0.2
120 217 0.15
217 122 0.33
217 123 0.47
217 126 0.1
217 138 0.17
217 146 0.58
217 153 0.24
217 157 0.38
217 160 0.58
217 166 0.37
168 217 0.29
169 217 0.14
217 170 0.24
217 173 0.09
217 181 0.14
217 183 0.19
217 188 0.33
217 191 0.24
217 193 0.33
217 205 0.22
217 206 0.36
217 208 0.17
334 217 1.0E-4
218 14 0.38
15 218 0.58
26 218 0.29
34 218 0.27
218 35 1.0
218 40 0.71
96 218 0.1
120 218 0.23
218 146 0.58
218 157 0.58
218 160 0.58
166 218 0.28
170 218 0.24
205 218 0.22
206 218 0.12
217 218 0.33
334 218 0.0
8 219 0.08
26 219 0.2
34 219 0.38
219 59 0.35
219 91 0.38
96 219 0.07
219 153 0.5
219 157 0.41
158 219 0.27
219 166 0.39
168 219 0.1
219 171 0.71
219 178 0.71
219 191 0.5
219 206 0.17
219 217 0.24
334 219 0.0
8 220 0.08
26 220 0.2
34 220 0.38
220 59 0.35
220 91 0.38
96 220 0.07
220 153 0.5
220 157 0.41
158 220 0.27
220 166 0.39
168 220 0.1
220 171 0.71
220 178 0.71
220 191 0.5
220 206 0.17
220 217 0.24
220 219 1.0
334 220 0.0
221 45 1.0
221 88 1.0
221 89 1.0
96 221 0.1
221 122 1.0
168 221 0.15
221 183 0.58
206 221 0.12
217 221 0.33
334 221 0.0
8 222 0.06
26 222 0.33
34 222 0.46
222 59 0.58
222 91 0.46
96 222 0.12
110 222 0.11
117 222 0.12
222 153 0.41
222 157 0.33
222 166 0.32
168 222 0.17
222 170 0.14
222 173 0.16
222 191 0.41
222 193 0.58
222 205 0.13
222 206 0.21
222 208 0.29
222 217 0.58
222 219 0.41
222 220 0.41
334 222 0.0
8 223 0.05
26 223 0.43
34 223 0.53
223 59 0.5
223 91 0.53
96 223 0.15
110 223 0.1
117 223 0.1
223 153 0.35
223 157 0.58
158 223 0.19
223 166 0.42
168 223 0.22
223 170 0.12
223 171 0.5
223 173 0.14
223 178 0.5
223 191 0.35
223 193 0.5
223 205 0.11
223 206 0.24
223 208 0.25
223 217 0.5
223 219 0.71
223 220 0.71
223 222 0.87
334 223 0.0
224 6 0.21
8 224 0.05
224 14 0.17
34 224 0.12
224 45 0.45
224 59 0.22
224 65 0.32
224 88 0.45
224 89 0.45
224 91 0.36
224 94 0.1
96 224 0.14
224 121 0.37
224 122 0.45
224 153 0.32
224 162 0.22
224 166 0.25
168 224 0.2
224 172 0.15
224 183 0.26
224 191 0.32
224 205 0.1
224 206 0.21
224 209 0.16
224 217 0.3
224 219 0.32
224 220 0.32
224 221 0.45
224 222 0.26
224 223 0.22
334 224 0.0
5 225 0.25
8 225 0.11
26 225 0.29
33 225 0.14
34 225 0.27
225 38 1.0
225 40 0.71
225 51 1.0
96 225 0.1
120 225 0.23
126 225 0.3
166 225 0.28
168 225 0.15
170 225 0.24
225 181 0.41
206 225 0.12
217 225 0.33
334 225 0.0
5 226 0.06
226 6 0.16
226 7 0.17
8 226 0.26
226 9 0.33
226 10 0.18
226 13 0.05
226 14 0.09
15 226 0.14
226 16 0.05
226 17 0.06
18 226 0.06
226 19 0.05
26 226 0.27
226 32 0.14
226 33 0.13
34 226 0.31
226 35 0.24
226 36 0.33
226 37 0.25
226 38 0.24
226 40 0.33
226 49 0.21
226 50 0.17
226 51 0.24
226 59 0.24
226 69 0.05
226 73 0.24
226 82 0.24
226 91 0.25
226 92 0.08
226 93 0.2
226 94 0.16
96 226 0.36
226 104 0.17
226 106 0.24
110 226 0.23
226 114 0.2
117 226 0.24
120 226 0.27
226 123 0.17
226 126 0.21
127 226 0.36
226 131 0.08
226 132 0.27
226 133 0.24
226 137 0.17
226 138 0.24
226 139 0.24
226 142 0.21
226 146 0.27
226 149 0.17
226 150 0.17
226 153 0.17
226 157 0.27
226 160 0.14
226 163 0.12
226 166 0.33
168 226 0.38
169 226 0.14
226 170 0.29
226 172 0.16
226 173 0.26
226 175 0.11
226 176 0.2
226 181 0.1
226 189 0.33
226 191 0.17
226 193 0.24
226 201 0.14
226 205 0.21
226 206 0.31
226 207 0.21
226 209 0.17
226 214 0.08
226 217 0.39
226 218 0.24
226 219 0.17
226 220 0.17
226 222 0.27
226 223 0.24
226 224 0.11
226 225 0.24
334 226 2.0E-4
5 227 0.25
8 227 0.11
26 227 0.29
33 227 0.14
34 227 0.27
227 38 1.0
227 40 0.71
227 51 1.0
96 227 0.1
120 227 0.23
126 227 0.3
166 227 0.28
168 227 0.15
170 227 0.24
227 181 0.41
206 227 0.12
217 227 0.33
227 225 1.0
226 227 0.24
334 227 0.0
8 228 0.25
13 228 0.54
228 14 0.43
228 17 0.09
31 228 0.44
33 228 0.36
228 53 0.38
228 57 0.38
69 228 0.4
228 90 0.38
91 228 0.1
96 228 0.23
228 97 0.38
228 98 0.43
99 228 0.43
228 115 0.22
117 228 0.08
228 126 0.23
127 228 0.11
167 228 0.31
168 228 0.22
228 173 0.1
228 183 0.22
197 228 0.2
228 198 0.19
205 228 0.08
206 228 0.18
228 210 0.53
212 228 0.15
228 214 0.13
334 228 1.0E-4
229 17 0.24
18 229 0.26
33 229 0.14
91 229 0.27
229 106 1.0
126 229 0.3
132 229 0.58
229 139 1.0
229 214 0.33
226 229 0.24
334 229 0.0
230 2 0.15
230 3 0.15
5 230 0.06
230 6 0.32
8 230 0.13
230 9 0.32
230 10 0.17
230 11 0.11
230 14 0.09
230 20 0.34
26 230 0.13
34 230 0.18
230 36 0.32
230 37 0.16
230 41 0.32
230 45 0.23
230 49 0.21
230 50 0.32
230 59 0.34
230 65 0.16
230 69 0.1
230 79 0.23
230 88 0.23
230 89 0.23
230 91 0.49
230 93 0.19
230 94 0.26
96 230 0.26
110 230 0.35
230 112 0.23
230 114 0.07
117 230 0.19
230 119 0.13
120 230 0.05
230 121 0.37
230 122 0.23
230 123 0.32
230 126 0.07
127 230 0.07
230 142 0.21
230 146 0.26
230 153 0.16
230 157 0.26
158 230 0.09
230 160 0.13
230 162 0.23
230 164 0.23
230 166 0.32
168 230 0.34
169 230 0.14
230 170 0.11
230 171 0.23
230 172 0.38
230 173 0.25
230 176 0.13
230 178 0.23
230 179 0.09
230 183 0.13
230 186 0.13
230 188 0.23
230 189 0.32
230 191 0.16
230 193 0.23
230 205 0.15
230 206 0.33
230 207 0.21
230 208 0.11
230 209 0.41
230 216 0.31
230 217 0.38
230 219 0.32
230 220 0.32
230 221 0.23
230 222 0.26
230 223 0.34
230 224 0.51
230 226 0.27
334 230 2.0E-4
231 2 0.22
231 4 0.71
231 12 0.35
33 231 0.1
96 231 0.07
231 105 0.71
206 231 0.08
334 231 0.0
33 232 0.14
96 232 0.1
334 232 0.0
233 3 0.11
5 233 0.04
233 6 0.72
