*Vertices  167
105 15 0.33
105 16 0.08
17 105 0.35
105 18 0.12
105 19 0.14
105 20 0.21
105 21 0.28
22 105 0.35
105 23 0.17
105 24 0.34
105 25 0.12
105 26 0.17
105 27 0.17
105 28 0.12
105 29 0.12
105 30 0.11
105 31 0.17
105 32 0.12
105 33 0.12
105 34 0.24
105 36 0.17
105 37 0.18
105 38 0.12
105 41 0.17
105 42 0.12
105 43 0.12
105 44 0.12
105 45 0.35
105 46 0.34
105 47 0.43
105 48 0.49
49 105 0.62
50 105 0.58
105 51 0.14
105 52 0.33
105 53 0.12
105 54 0.08
55 105 0.21
105 56 0.24
105 57 0.21
58 105 0.22
59 105 0.11
105 60 0.29
105 61 0.12
105 62 0.17
105 64 0.25
65 105 0.22
105 66 0.13
105 67 0.08
105 68 0.34
105 70 0.08
105 71 0.17
105 72 0.18
105 73 0.16
105 74 0.21
105 75 0.17
105 76 0.14
105 77 0.21
78 105 0.09
105 79 0.21
105 80 0.24
105 81 0.06
105 82 0.12
105 83 0.4
105 84 0.29
85 105 0.22
105 86 0.46
105 87 0.12
105 88 0.36
105 89 0.43
105 90 0.27
105 91 0.38
105 92 0.14
105 93 0.12
105 94 0.27
105 95 0.1
105 96 0.21
105 97 0.12
105 98 0.17
105 99 0.12
105 100 0.08
105 102 0.12
105 104 0.55
167 105 0.0011
4 106 0.41
6 106 0.05
106 7 0.63
8 106 0.34
22 106 0.24
106 23 0.63
24 106 0.32
28 106 0.22
30 106 0.4
106 35 0.45
46 106 0.16
47 106 0.37
48 106 0.51
49 106 0.16
50 106 0.23
55 106 0.17
56 106 0.13
58 106 0.18
60 106 0.18
73 106 0.4
80 106 0.22
83 106 0.5
86 106 0.43
88 106 0.45
89 106 0.37
91 106 0.65
94 106 0.17
106 98 0.63
104 106 0.1
105 106 0.21
167 106 3.0E-4
6 107 0.11
17 107 0.14
22 107 0.13
107 28 0.25
107 37 0.11
45 107 0.13
49 107 0.15
50 107 0.1
55 107 0.1
58 107 0.1
78 107 0.19
83 107 0.14
85 107 0.1
107 86 0.12
105 107 0.06
167 107 0.0
4 108 0.57
6 108 0.08
108 7 0.5
108 8 0.27
11 108 0.13
19 108 0.1
22 108 0.09
108 23 0.5
24 108 0.38
108 27 0.5
28 108 0.18
108 30 0.32
108 36 0.5
37 108 0.08
45 108 0.19
46 108 0.13
47 108 0.39
48 108 0.57
49 108 0.21
50 108 0.29
108 53 0.35
55 108 0.2
56 108 0.1
58 108 0.14
59 108 0.08
108 60 0.58
65 108 0.11
108 73 0.32
108 80 0.35
108 82 0.35
83 108 0.49
86 108 0.34
108 88 0.71
89 108 0.49
91 108 0.41
94 108 0.27
108 98 0.5
104 108 0.23
105 108 0.34
108 106 0.47
167 108 5.0E-4
6 109 0.16
10 109 0.29
11 109 0.53
19 109 0.41
21 109 0.19
37 109 0.3
49 109 0.1
50 109 0.14
52 109 0.16
101 109 0.37
167 109 1.0E-4
6 110 0.04
110 8 0.15
110 9 0.2
10 110 0.17
14 110 0.11
110 19 0.24
21 110 0.06
110 33 0.41
110 37 0.26
49 110 0.18
50 110 0.21
52 110 0.47
110 57 0.24
110 64 0.12
110 84 0.17
110 100 0.13
110 101 0.21
110 102 0.41
105 110 0.1
167 110 0.0
2 111 0.22
3 111 0.25
6 111 0.04
111 9 0.17
10 111 0.07
111 13 0.33
14 111 0.34
15 111 0.15
21 111 0.23
111 30 0.15
111 33 0.33
37 111 0.07
45 111 0.09
49 111 0.22
50 111 0.17
111 51 0.13
52 111 0.15
111 57 0.38
58 111 0.14
64 111 0.4
111 73 0.15
84 111 0.27
85 111 0.07
92 111 0.19
95 111 0.14
101 111 0.09
111 102 0.17
111 103 0.17
105 111 0.16
110 111 0.14
167 111 0.0
3 112 0.17
6 112 0.11
112 11 0.25
12 112 0.19
17 112 0.48
112 21 0.05
22 112 0.53
112 25 0.33
112 26 0.47
112 29 0.33
112 31 0.47
112 32 0.33
112 34 0.67
112 37 0.07
112 43 0.33
112 44 0.33
112 45 0.45
49 112 0.22
50 112 0.24
112 54 0.24
55 112 0.19
58 112 0.2
59 112 0.15
112 61 0.33
112 62 0.47
112 64 0.1
112 72 0.17
112 74 0.58
112 77 0.38
112 79 0.58
112 83 0.37
85 112 0.14
112 86 0.24
112 89 0.09
112 95 0.14
112 96 0.19
112 97 0.33
112 99 0.33
112 104 0.22
112 105 0.36
112 107 0.17
167 112 3.0E-4
6 113 0.08
17 113 0.2
22 113 0.38
113 34 0.35
113 45 0.38
49 113 0.1
50 113 0.07
113 77 0.41
78 113 0.27
113 83 0.39
113 87 0.71
113 93 0.71
113 105 0.17
113 112 0.24
167 113 0.0
6 114 0.08
17 114 0.2
22 114 0.38
114 34 0.35
114 45 0.38
49 114 0.1
50 114 0.07
114 77 0.41
78 114 0.27
114 83 0.39
114 87 0.71
114 93 0.71
114 105 0.17
114 112 0.24
114 113 1.0
167 114 0.0
115 29 1.0
115 43 1.0
115 44 1.0
49 115 0.07
50 115 0.1
115 61 1.0
115 96 0.58
105 115 0.12
112 115 0.33
167 115 1.0E-4
6 116 0.06
17 116 0.33
22 116 0.46
116 34 0.58
116 45 0.46
49 116 0.13
50 116 0.12
55 116 0.11
58 116 0.12
116 77 0.33
116 83 0.32
116 86 0.14
116 89 0.16
116 99 0.58
116 104 0.13
116 105 0.21
116 107 0.29
116 112 0.58
116 113 0.41
116 114 0.41
167 116 1.0E-4
6 117 0.05
17 117 0.43
22 117 0.53
117 34 0.5
117 45 0.53
49 117 0.15
50 117 0.15
55 117 0.1
58 117 0.1
117 77 0.58
78 117 0.19
117 83 0.42
117 86 0.12
117 87 0.5
117 89 0.14
117 93 0.5
117 99 0.5
117 104 0.11
117 105 0.24
117 107 0.25
117 112 0.5
117 113 0.71
117 114 0.71
117 116 0.87
167 117 1.0E-4
118 4 0.21
6 118 0.05
118 11 0.17
22 118 0.12
118 29 0.45
118 34 0.22
118 36 0.32
118 43 0.45
118 44 0.45
118 45 0.36
118 48 0.1
49 118 0.16
50 118 0.14
118 60 0.37
118 61 0.45
118 80 0.22
118 83 0.25
118 88 0.15
118 96 0.26
118 104 0.1
118 105 0.21
118 108 0.16
118 112 0.3
118 113 0.32
118 114 0.32
118 115 0.45
118 116 0.26
118 117 0.22
167 118 1.0E-4
3 119 0.25
6 119 0.11
17 119 0.29
21 119 0.14
22 119 0.27
119 25 1.0
119 26 0.71
119 32 1.0
49 119 0.07
50 119 0.1
59 119 0.23
64 119 0.3
83 119 0.28
86 119 0.24
119 95 0.41
105 119 0.12
112 119 0.33
167 119 1.0E-4
3 120 0.06
120 4 0.16
120 5 0.17
6 120 0.26
120 7 0.33
120 8 0.18
120 10 0.05
120 11 0.09
12 120 0.14
120 13 0.05
14 120 0.06
120 15 0.05
17 120 0.27
120 20 0.14
120 21 0.13
22 120 0.31
120 23 0.33
120 24 0.25
120 25 0.24
120 26 0.33
120 30 0.21
120 31 0.17
120 32 0.24
120 34 0.24
120 37 0.05
120 40 0.24
120 45 0.25
120 46 0.08
120 47 0.2
120 48 0.16
49 120 0.31
50 120 0.36
120 54 0.17
55 120 0.23
120 56 0.2
58 120 0.24
59 120 0.27
120 62 0.17
120 64 0.21
65 120 0.36
120 68 0.08
120 69 0.24
120 71 0.17
120 72 0.24
120 73 0.21
120 74 0.27
120 75 0.17
120 76 0.17
120 77 0.27
120 79 0.14
120 81 0.12
120 83 0.33
85 120 0.14
120 86 0.29
120 88 0.16
120 89 0.26
120 90 0.11
120 91 0.2
120 95 0.1
120 98 0.33
120 99 0.24
120 104 0.21
120 105 0.31
120 106 0.21
120 108 0.17
120 111 0.08
120 112 0.39
120 113 0.17
120 114 0.17
120 116 0.27
120 117 0.24
120 118 0.11
120 119 0.24
167 120 5.0E-4
3 121 0.25
6 121 0.11
17 121 0.29
21 121 0.14
22 121 0.27
121 25 1.0
121 26 0.71
121 32 1.0
49 121 0.07
50 121 0.1
59 121 0.23
64 121 0.3
83 121 0.28
86 121 0.24
121 95 0.41
105 121 0.12
112 121 0.33
121 119 1.0
120 121 0.24
167 121 1.0E-4
6 122 0.25
10 122 0.54
122 11 0.43
19 122 0.44
21 122 0.36
122 33 0.38
37 122 0.4
45 122 0.1
49 122 0.19
50 122 0.23
122 51 0.43
52 122 0.43
122 57 0.22
58 122 0.08
122 64 0.23
65 122 0.11
84 122 0.31
122 89 0.1
122 96 0.22
101 122 0.2
122 102 0.19
104 122 0.08
105 122 0.18
122 109 0.53
110 122 0.15
122 111 0.13
167 122 1.0E-4
123 1 0.15
123 2 0.15
3 123 0.06
123 4 0.32
6 123 0.13
123 7 0.32
123 8 0.17
123 9 0.11
123 11 0.09
17 123 0.13
22 123 0.18
123 23 0.32
123 24 0.16
123 27 0.32
123 29 0.23
123 30 0.21
123 31 0.32
123 34 0.34
123 36 0.16
123 37 0.1
123 43 0.23
123 44 0.23
123 45 0.49
123 47 0.19
123 48 0.26
49 123 0.32
50 123 0.26
55 123 0.35
123 56 0.07
58 123 0.19
59 123 0.05
123 60 0.37
123 61 0.23
123 62 0.32
123 64 0.07
65 123 0.07
123 73 0.21
123 74 0.26
123 77 0.26
78 123 0.09
123 79 0.13
123 80 0.23
123 82 0.23
123 83 0.32
85 123 0.14
123 86 0.11
123 87 0.23
123 88 0.38
123 89 0.25
123 91 0.13
123 93 0.23
123 94 0.09
123 96 0.13
123 97 0.23
123 98 0.32
123 99 0.23
123 104 0.15
123 105 0.33
123 106 0.21
123 107 0.11
123 108 0.41
123 112 0.38
123 113 0.32
123 114 0.32
123 115 0.23
123 116 0.26
123 117 0.34
123 118 0.51
123 120 0.27
167 123 4.0E-4
124 2 0.11
3 124 0.04
124 4 0.72
6 124 0.16
124 7 0.23
124 8 0.12
10 124 0.37
124 11 0.19
124 13 0.03
15 124 0.04
17 124 0.09
124 19 0.33
21 124 0.2
22 124 0.22
124 23 0.23
124 24 0.46
124 27 0.23
124 28 0.16
124 30 0.15
124 33 0.16
124 35 0.16
124 36 0.23
124 37 0.39
124 41 0.23
45 124 0.13
124 46 0.46
124 47 0.59
124 48 0.72
49 124 0.45
50 124 0.55
124 51 0.19
52 124 0.6
124 53 0.16
55 124 0.13
124 56 0.19
124 57 0.19
58 124 0.1
59 124 0.04
124 60 0.4
124 64 0.1
65 124 0.1
124 66 0.06
124 68 0.46
124 71 0.23
124 73 0.15
78 124 0.06
124 80 0.33
124 82 0.16
83 124 0.32
124 84 0.2
85 124 0.03
86 124 0.56
124 88 0.49
124 89 0.55
124 90 0.29
124 91 0.57
124 94 0.25
124 95 0.07
124 96 0.09
124 98 0.23
124 100 0.05
124 101 0.13
124 102 0.08
104 124 0.39
105 124 0.57
124 106 0.37
124 108 0.46
124 109 0.12
124 110 0.34
124 111 0.05
118 124 0.15
120 124 0.12
124 122 0.31
123 124 0.23
167 124 9.0E-4
125 2 0.13
125 4 0.61
6 125 0.04
17 125 0.11
19 125 0.11
125 24 0.8
125 28 0.19
37 125 0.08
125 46 0.94
125 47 0.73
125 48 0.61
49 125 0.19
50 125 0.19
125 53 0.38
125 56 0.22
125 60 0.15
125 68 0.8
125 71 0.53
125 80 0.19
83 125 0.1
86 125 0.64
125 89 0.73
125 90 0.68
125 91 0.55
125 100 0.12
104 125 0.49
105 125 0.32
125 108 0.13
120 125 0.09
124 125 0.43
167 125 4.0E-4
126 2 0.16
3 126 0.08
126 4 0.11
6 126 0.3
126 7 0.11
126 8 0.06
126 10 0.73
126 11 0.18
126 13 0.16
14 126 0.08
15 126 0.22
17 126 0.05
126 19 0.56
126 20 0.09
21 126 0.46
22 126 0.04
126 23 0.11
126 24 0.17
126 28 0.08
126 30 0.07
126 33 0.16
126 37 0.55
126 38 0.16
45 126 0.09
126 46 0.11
126 47 0.13
126 48 0.11
49 126 0.45
50 126 0.51
126 51 0.43
126 52 0.71
126 53 0.16
55 126 0.09
126 56 0.19
126 57 0.28
58 126 0.1
126 60 0.07
126 64 0.29
65 126 0.05
126 66 0.23
126 68 0.06
126 71 0.11
126 72 0.08
126 73 0.15
75 126 0.04
76 126 0.15
78 126 0.06
126 80 0.08
83 126 0.09
126 84 0.26
85 126 0.17
86 126 0.12
126 88 0.05
126 89 0.18
126 90 0.07
126 91 0.14
126 92 0.28
126 95 0.13
126 96 0.09
126 98 0.11
126 100 0.05
126 101 0.17
126 102 0.16
104 126 0.11
105 126 0.47
126 106 0.07
126 108 0.11
126 109 0.23
126 110 0.33
126 111 0.22
120 126 0.11
126 122 0.43
123 126 0.04
126 124 0.51
126 125 0.12
167 126 2.0E-4
127 1 0.39
127 4 0.09
6 127 0.04
14 127 0.11
127 16 0.29
17 127 0.24
22 127 0.22
127 34 0.41
127 45 0.22
127 48 0.09
49 127 0.18
50 127 0.08
55 127 0.16
58 127 0.08
59 127 0.09
127 66 0.14
127 77 0.24
127 83 0.23
85 127 0.08
127 86 0.1
127 88 0.14
127 89 0.11
127 94 0.15
127 99 0.41
127 104 0.18
127 105 0.15
127 112 0.27
127 113 0.29
127 114 0.29
127 116 0.47
127 117 0.41
127 118 0.18
127 120 0.19
127 123 0.19
127 124 0.07
167 127 1.0E-4
128 29 1.0
128 43 1.0
128 44 1.0
49 128 0.07
50 128 0.1
128 61 1.0
128 96 0.58
105 128 0.12
112 128 0.33
128 115 1.0
118 128 0.45
123 128 0.23
167 128 1.0E-4
129 29 1.0
129 43 1.0
129 44 1.0
49 129 0.07
50 129 0.1
129 61 1.0
129 96 0.58
105 129 0.12
112 129 0.33
129 115 1.0
118 129 0.45
123 129 0.23
129 128 1.0
167 129 1.0E-4
3 130 0.13
6 130 0.11
10 130 0.1
13 130 0.1
15 130 0.23
21 130 0.14
22 130 0.13
130 33 0.5
49 130 0.15
50 130 0.15
52 130 0.23
130 57 0.29
64 130 0.15
84 130 0.2
102 130 0.25
105 130 0.18
110 130 0.2
111 130 0.17
122 130 0.19
124 130 0.16
126 130 0.16
167 130 0.0
4 131 0.32
131 7 1.0
8 131 0.53
131 23 1.0
24 131 0.5
30 131 0.63
47 131 0.39
48 131 0.32
49 131 0.1
50 131 0.14
55 131 0.27
56 131 0.2
58 131 0.29
73 131 0.63
83 131 0.39
86 131 0.34
88 131 0.47
89 131 0.39
91 131 0.41
131 98 1.0
105 131 0.17
106 131 0.63
108 131 0.5
120 131 0.33
123 131 0.32
124 131 0.23
126 131 0.11
167 131 2.0E-4
3 132 0.1
132 4 0.19
6 132 0.04
132 11 0.15
22 132 0.11
132 27 0.29
132 31 0.58
132 34 0.41
132 36 0.29
132 37 0.09
132 45 0.65
132 47 0.11
132 48 0.09
49 132 0.18
50 132 0.17
55 132 0.24
58 132 0.08
59 132 0.09
132 60 0.33
132 62 0.58
65 132 0.12
132 74 0.47
132 79 0.24
132 80 0.2
132 82 0.41
132 83 0.23
85 132 0.08
132 88 0.14
132 89 0.11
132 97 0.41
132 104 0.18
132 105 0.24
132 108 0.29
132 112 0.41
132 113 0.29
132 114 0.29
132 116 0.24
132 117 0.2
132 118 0.55
132 120 0.19
132 123 0.56
132 124 0.13
132 127 0.17
167 132 1.0E-4
133 2 0.09
133 3 0.2
133 4 0.37
133 6 0.12
133 7 0.38
133 8 0.4
133 12 0.31
133 13 0.16
133 14 0.14
133 15 0.06
133 17 0.23
133 19 0.08
133 21 0.04
133 22 0.21
133 23 0.38
133 24 0.38
133 28 0.27
133 30 0.36
133 35 0.27
133 37 0.06
133 38 0.27
133 39 0.38
133 46 0.19
133 47 0.3
133 48 0.43
133 49 0.28
133 50 0.24
133 53 0.27
133 55 0.21
133 56 0.08
133 58 0.16
133 59 0.18
133 60 0.11
133 63 0.19
133 64 0.08
133 65 0.08
133 66 0.09
133 68 0.09
133 71 0.19
133 73 0.36
133 78 0.1
133 80 0.13
133 83 0.3
133 85 0.11
133 86 0.45
133 88 0.36
133 89 0.37
133 91 0.46
133 92 0.15
133 94 0.2
133 95 0.11
133 98 0.38
133 103 0.13
133 104 0.12
133 105 0.26
133 106 0.48
133 108 0.38
133 120 0.19
133 123 0.12
133 124 0.31
133 125 0.2
133 126 0.17
133 127 0.11
133 131 0.38
133 167 5.0E-4
4 134 0.23
22 134 0.27
28 134 0.5
134 35 1.0
48 134 0.23
49 134 0.07
50 134 0.1
86 134 0.24
91 134 0.29
106 134 0.45
124 134 0.16
133 134 0.27
167 134 1.0E-4
6 135 0.11
10 135 0.2
21 135 0.14
135 33 1.0
49 135 0.07
50 135 0.1
52 135 0.23
135 57 0.58
64 135 0.3
84 135 0.41
102 135 0.5
105 135 0.12
110 135 0.41
111 135 0.33
122 135 0.38
124 135 0.16
126 135 0.16
130 135 0.5
167 135 1.0E-4
4 136 0.23
136 27 0.71
48 136 0.23
49 136 0.07
50 136 0.1
60 136 0.41
88 136 0.33
94 136 0.38
105 136 0.12
108 136 0.35
123 136 0.23
124 136 0.16
167 136 1.0E-4
137 2 0.1
137 4 0.73
6 137 0.03
137 7 0.41
137 8 0.22
17 137 0.08
22 137 0.23
137 23 0.41
137 24 0.71
137 27 0.2
137 30 0.26
137 41 0.41
45 137 0.08
137 46 0.61
137 47 0.88
137 48 0.79
49 137 0.25
50 137 0.29
55 137 0.17
137 56 0.25
58 137 0.12
59 137 0.07
137 60 0.12
65 137 0.09
137 68 0.82
137 71 0.41
137 73 0.26
137 80 0.14
137 82 0.29
83 137 0.32
86 137 0.77
137 88 0.48
137 89 0.8
137 90 0.52
137 91 0.67
137 94 0.22
137 98 0.41
137 100 0.09
104 137 0.38
105 137 0.41
137 106 0.39
137 108 0.41
120 137 0.2
123 137 0.2
124 137 0.57
137 125 0.65
126 137 0.09
137 131 0.41
132 137 0.12
133 137 0.31
167 137 8.0E-4
138 2 0.15
138 4 0.51
17 138 0.13
138 24 0.63
138 46 0.79
138 47 0.62
138 48 0.51
49 138 0.16
50 138 0.14
138 56 0.13
138 68 0.79
138 71 0.63
86 138 0.54
138 89 0.62
138 90 0.6
138 91 0.52
104 138 0.39
105 138 0.27
120 138 0.11
124 138 0.37
138 125 0.85
126 138 0.07
133 138 0.12
138 137 0.65
167 138 3.0E-4
4 139 0.46
139 7 0.71
139 8 0.38
22 139 0.13
139 23 0.71
24 139 0.35
139 30 0.45
139 41 0.35
46 139 0.18
47 139 0.55
48 139 0.46
49 139 0.15
50 139 0.2
55 139 0.19
56 139 0.14
58 139 0.2
60 139 0.2
68 139 0.18
139 73 0.45
139 80 0.25
83 139 0.55
86 139 0.36
139 88 0.5
89 139 0.28
91 139 0.43
94 139 0.19
139 98 0.71
104 139 0.11
105 139 0.24
139 106 0.67
108 139 0.35
120 139 0.24
123 139 0.23
124 139 0.33
126 139 0.08
139 131 0.71
133 139 0.27
137 139 0.43
167 139 3.0E-4
4 140 0.51
140 7 0.63
140 8 0.34
17 140 0.13
22 140 0.24
140 23 0.63
24 140 0.32
140 30 0.4
140 41 0.63
47 140 0.5
48 140 0.51
49 140 0.16
50 140 0.18
55 140 0.17
56 140 0.13
58 140 0.18
140 66 0.16
68 140 0.32
140 73 0.4
83 140 0.37
86 140 0.54
140 88 0.6
89 140 0.25
91 140 0.39
94 140 0.34
140 98 0.63
104 140 0.1
105 140 0.27
140 106 0.4
108 140 0.32
120 140 0.21
123 140 0.21
124 140 0.37
126 140 0.07
127 140 0.18
140 131 0.63
133 140 0.36
137 140 0.52
140 139 0.67
167 140 3.0E-4
4 141 0.32
6 141 0.08
19 141 0.2
24 141 0.25
141 27 0.5
28 141 0.35
37 141 0.15
46 141 0.25
47 141 0.2
48 141 0.32
49 141 0.1
50 141 0.14
141 53 0.71
60 141 0.58
80 141 0.35
83 141 0.2
86 141 0.17
88 141 0.24
89 141 0.2
91 141 0.2
94 141 0.27
104 141 0.15
105 141 0.17
108 141 0.5
123 141 0.16
124 141 0.23
125 141 0.27
126 141 0.11
133 141 0.19
141 136 0.71
167 141 1.0E-4
142 2 0.13
4 142 0.26
142 5 0.27
6 142 0.17
10 142 0.08
17 142 0.11
19 142 0.11
21 142 0.1
24 142 0.4
37 142 0.16
142 40 0.38
45 142 0.1
46 142 0.4
47 142 0.31
48 142 0.26
49 142 0.19
50 142 0.23
142 51 0.14
52 142 0.09
56 142 0.11
58 142 0.08
59 142 0.26
65 142 0.34
68 142 0.4
142 69 0.38
142 71 0.27
142 72 0.19
142 81 0.19
86 142 0.28
89 142 0.42
90 142 0.17
142 91 0.33
96 142 0.22
104 142 0.25
105 142 0.18
120 142 0.36
122 142 0.14
124 142 0.25
125 142 0.43
126 142 0.12
133 142 0.1
137 142 0.33
138 142 0.51
167 142 4.0E-4
17 143 0.29
22 143 0.27
34 143 0.5
45 143 0.27
49 143 0.07
50 143 0.1
55 143 0.19
58 143 0.2
77 143 0.58
89 143 0.28
143 99 1.0
104 143 0.22
105 143 0.12
112 143 0.33
116 143 0.58
117 143 0.5
120 143 0.24
123 143 0.23
127 143 0.41
167 143 1.0E-4
144 3 0.25
144 6 0.11
144 12 0.58
144 14 0.26
144 17 0.29
144 22 0.27
144 49 0.07
144 50 0.1
144 55 0.19
144 58 0.2
144 59 0.23
144 65 0.3
144 78 0.38
144 85 0.2
144 133 0.27
144 167 0.0
145 3 0.1
145 5 0.29
145 6 0.27
145 10 0.17
145 12 0.24
145 13 0.08
145 14 0.11
145 17 0.12
145 19 0.12
145 21 0.06
145 22 0.11
145 37 0.09
145 49 0.18
145 50 0.21
145 51 0.15
145 52 0.09
145 55 0.16
145 56 0.24
145 57 0.24
145 58 0.17
145 59 0.28
145 65 0.37
145 66 0.29
145 69 0.41
145 72 0.2
145 75 0.1
145 76 0.19
145 78 0.31
145 81 0.2
145 85 0.17
145 95 0.17
145 105 0.05
145 120 0.19
145 124 0.07
145 126 0.13
145 133 0.11
145 142 0.31
145 144 0.41
145 167 1.0E-4
3 146 0.25
6 146 0.05
9 146 0.25
10 146 0.1
13 146 0.3
14 146 0.13
15 146 0.23
21 146 0.07
146 33 0.5
37 146 0.11
49 146 0.15
50 146 0.05
52 146 0.11
146 57 0.29
58 146 0.1
64 146 0.3
84 146 0.41
95 146 0.2
101 146 0.13
102 146 0.25
103 146 0.25
105 146 0.12
110 146 0.2
111 146 0.5
122 146 0.19
124 146 0.08
126 146 0.16
130 146 0.25
146 135 0.5
167 146 0.0
6 147 0.22
147 11 0.31
12 147 0.24
17 147 0.24
22 147 0.22
147 26 0.29
34 147 0.2
37 147 0.09
49 147 0.18
50 147 0.04
147 54 0.29
55 147 0.24
58 147 0.08
59 147 0.19
147 72 0.2
147 74 0.24
147 77 0.24
147 79 0.47
83 147 0.11
85 147 0.17
86 147 0.1
104 147 0.18
105 147 0.1
107 147 0.2
112 147 0.27
120 147 0.1
123 147 0.28
167 147 0.0
148 1 0.33
2 148 0.17
3 148 0.13
4 148 0.36
6 148 0.06
10 148 0.05
11 148 0.1
12 148 0.15
148 13 0.1
14 148 0.07
15 148 0.06
148 16 0.37
19 148 0.07
21 148 0.11
22 148 0.14
24 148 0.18
148 27 0.18
37 148 0.06
148 41 0.37
45 148 0.07
46 148 0.27
47 148 0.43
48 148 0.36
49 148 0.28
50 148 0.18
148 51 0.1
52 148 0.06
55 148 0.15
56 148 0.07
59 148 0.18
60 148 0.21
64 148 0.08
65 148 0.08
68 148 0.37
148 80 0.26
148 81 0.13
148 82 0.26
83 148 0.21
85 148 0.16
86 148 0.25
148 88 0.17
89 148 0.21
90 148 0.23
91 148 0.22
94 148 0.1
95 148 0.11
148 100 0.08
104 148 0.23
105 148 0.25
148 106 0.12
108 148 0.09
122 148 0.1
123 148 0.12
124 148 0.3
125 148 0.2
126 148 0.04
127 148 0.11
132 148 0.11
133 148 0.14
137 148 0.37
138 148 0.12
148 139 0.26
148 140 0.23
142 148 0.1
167 148 2.0E-4
6 149 0.11
49 149 0.07
76 149 0.24
85 149 0.2
120 149 0.24
167 149 0.0
150 3 0.13
150 4 0.06
150 6 0.25
150 7 0.18
150 8 0.28
150 11 0.19
150 12 0.29
150 13 0.1
150 14 0.06
150 17 0.29
150 18 0.25
150 21 0.07
150 22 0.33
150 23 0.18
150 24 0.09
150 25 0.25
150 26 0.35
150 30 0.22
150 32 0.25
150 34 0.13
150 39 0.35
150 45 0.07
150 47 0.07
150 48 0.06
150 49 0.29
150 50 0.28
150 54 0.35
150 55 0.14
150 56 0.14
150 58 0.26
150 59 0.23
150 63 0.18
150 64 0.15
150 65 0.23
150 66 0.09
150 67 0.35
150 72 0.25
150 73 0.22
150 74 0.14
150 75 0.3
150 76 0.12
150 77 0.14
150 78 0.09
150 79 0.29
150 81 0.25
150 83 0.21
150 85 0.15
150 86 0.18
150 88 0.08
150 89 0.07
150 91 0.07
150 95 0.1
150 98 0.18
150 103 0.25
150 104 0.22
150 105 0.18
150 106 0.11
150 108 0.09
150 111 0.08
150 112 0.25
150 118 0.11
150 119 0.25
150 120 0.29
150 121 0.25
150 123 0.11
150 124 0.04
150 131 0.18
150 132 0.1
150 133 0.27
150 137 0.07
150 139 0.13
150 140 0.11
150 144 0.25
150 145 0.1
150 147 0.2
150 167 2.0E-4
4 151 0.23
22 151 0.27
28 151 0.5
151 35 1.0
48 151 0.23
49 151 0.07
50 151 0.1
86 151 0.24
91 151 0.29
106 151 0.45
124 151 0.16
133 151 0.27
151 134 1.0
167 151 1.0E-4
152 1 0.12
4 152 0.52
152 16 0.27
17 152 0.11
22 152 0.3
152 27 0.27
28 152 0.19
152 35 0.38
152 41 0.53
45 152 0.1
46 152 0.13
47 152 0.42
48 152 0.52
49 152 0.19
50 152 0.19
55 152 0.15
59 152 0.17
60 152 0.31
65 152 0.11
152 66 0.13
68 152 0.27
152 80 0.38
152 82 0.38
83 152 0.31
85 152 0.08
86 152 0.37
152 88 0.38
89 152 0.1
91 152 0.33
94 152 0.29
104 152 0.25
105 152 0.23
152 106 0.34
108 152 0.13
123 152 0.09
124 152 0.37
127 152 0.31
132 152 0.15
133 152 0.2
152 134 0.38
137 152 0.33
152 139 0.38
152 140 0.51
152 148 0.49
152 151 0.38
167 152 3.0E-4
153 2 0.13
4 153 0.61
11 153 0.14
22 153 0.2
24 153 0.13
153 27 0.53
153 36 0.53
153 41 0.53
45 153 0.2
46 153 0.13
47 153 0.42
48 153 0.52
49 153 0.19
50 153 0.27
55 153 0.07
59 153 0.09
153 60 0.46
65 153 0.11
68 153 0.4
153 80 0.19
153 82 0.38
83 153 0.21
86 153 0.28
153 88 0.5
89 153 0.21
153 91 0.22
153 94 0.29
104 153 0.25
105 153 0.32
153 108 0.53
118 153 0.17
123 153 0.26
124 153 0.43
125 153 0.14
132 153 0.31
153 136 0.38
137 153 0.44
138 153 0.17
153 139 0.19
153 140 0.34
153 141 0.27
153 142 0.14
153 148 0.29
153 152 0.43
167 153 4.0E-4
6 154 0.11
154 20 0.58
49 154 0.07
50 154 0.1
58 154 0.2
65 154 0.3
75 154 0.24
76 154 0.24
104 154 0.22
105 154 0.12
120 154 0.24
167 154 0.0
155 2 0.1
3 155 0.14
155 4 0.33
6 155 0.06
155 11 0.22
12 155 0.17
17 155 0.33
21 155 0.04
22 155 0.23
155 24 0.41
155 25 0.29
155 26 0.41
155 29 0.29
155 31 0.41
155 32 0.29
34 155 0.29
37 155 0.06
155 43 0.29
155 44 0.29
45 155 0.23
155 46 0.51
155 47 0.4
155 48 0.33
49 155 0.25
50 155 0.23
155 54 0.2
55 155 0.11
155 56 0.08
58 155 0.12
59 155 0.13
155 61 0.29
155 62 0.41
64 155 0.09
155 68 0.51
155 71 0.41
155 72 0.14
155 74 0.5
155 77 0.17
155 79 0.5
83 155 0.16
85 155 0.12
86 155 0.49
155 89 0.4
155 90 0.39
155 91 0.33
155 95 0.12
155 96 0.17
155 97 0.29
155 100 0.09
104 155 0.38
105 155 0.38
112 155 0.58
155 115 0.29
118 155 0.26
155 119 0.29
120 155 0.27
155 121 0.29
